0,1,2
20191589,말레피센트 2,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20192589,빅 위시,"[{'genreNm': '판타지'}, {'genreNm': '애니메이션'}, {'genreNm': '어드벤처'}]"
20196136,람보 : 라스트 워,[{'genreNm': '액션'}]
20195002,블랙머니,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20198184,빅 2: 황금열쇠 대소동,"[{'genreNm': '애니메이션'}, {'genreNm': '가족'}, {'genreNm': '코미디'}, {'genreNm': '어드벤처'}]"
20181434,신의 한 수: 귀수편,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20192083,터미네이터: 다크 페이트,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20197279,아담스 패밀리,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20190280,날씨의 아이,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
20191589,말레피센트 2,"[{'genreNm': '어드벤처'}, {'genreNm': '가족'}, {'genreNm': '판타지'}]"
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20193801,닥터 슬립,[{'genreNm': '스릴러'}]
20195920,가장 보통의 연애,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20195002,블랙머니,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20195002,블랙머니,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20181434,신의 한 수: 귀수편,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20192083,터미네이터: 다크 페이트,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20197721,엔젤 해즈 폴른,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20197279,아담스 패밀리,"[{'genreNm': '애니메이션'}, {'genreNm': '코미디'}, {'genreNm': '가족'}]"
20198421,좀비랜드: 더블 탭,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': '공포(호러)'}]"
20190280,날씨의 아이,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
20196284,윤희에게,[{'genreNm': '멜로/로맨스'}]
20199950,조커,"[{'genreNm': '액션'}, {'genreNm': '드라마'}, {'genreNm': '스릴러'}]"
20197803,겨울왕국 2,[{'genreNm': '애니메이션'}]
20195002,블랙머니,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20181434,신의 한 수: 귀수편,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20192083,터미네이터: 다크 페이트,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
20197721,엔젤 해즈 폴른,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20190280,날씨의 아이,"[{'genreNm': '애니메이션'}, {'genreNm': '판타지'}, {'genreNm': '멜로/로맨스'}]"
20198421,좀비랜드: 더블 탭,"[{'genreNm': '액션'}, {'genreNm': '코미디'}, {'genreNm': '공포(호러)'}]"
20196284,윤희에게,[{'genreNm': '멜로/로맨스'}]
20184341,얼굴없는 보스,"[{'genreNm': '액션'}, {'genreNm': '드라마'}]"
20197803,겨울왕국 2,[{'genreNm': '애니메이션'}]
20185161,나를 찾아줘,[{'genreNm': '스릴러'}]
20195002,블랙머니,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20199428,크롤,"[{'genreNm': '액션'}, {'genreNm': '스릴러'}]"
20181434,신의 한 수: 귀수편,"[{'genreNm': '범죄'}, {'genreNm': '액션'}]"
20199576,러브 앳,"[{'genreNm': '멜로/로맨스'}, {'genreNm': '코미디'}]"
20191029,82년생 김지영,[{'genreNm': '드라마'}]
20197336,허슬러,"[{'genreNm': '범죄'}, {'genreNm': '드라마'}]"
20196284,윤희에게,[{'genreNm': '멜로/로맨스'}]
20192083,터미네이터: 다크 페이트,"[{'genreNm': '액션'}, {'genreNm': '어드벤처'}, {'genreNm': 'SF'}]"
